Drug_A_Name,Drug_B_Name,Drug_A_Class,Drug_B_Class,DrugsCom_Severity,DrugsCom_Text,DrugBank_Severity,DrugBank_Text,Final_Severity,Risk_Score
Amlodipine,Nifedipine,CCB,CCB,,No drug-drug interactions found,Moderate,"DESCRIPTION

Amlodipine may increase the arrhythmogenic activities of Nifedipine.",TBD,0.0
Amlodipine,Diltiazem,CCB,CCB,Moderate,"Moderate
dilTIAZem  amLODIPine

Applies to: diltiazem, amlodipine

DilTIAZem may increase the blood levels of amLODIPine. You may be more likely to experience serious side effects such as irregular heart rhythm, fluid retention, swelling, heart failure, and excessively low blood pressure. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. You should seek medical attention if you develop dizziness or fainting; sudden, unexplained weight gain; swelling of the hands, ankles, or feet; chest pain; or difficulty breathing during treatment with these medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Diltiazem may increase the arrhythmogenic activities of Amlodipine.",TBD,0.0
Amlodipine,Verapamil,CCB,CCB,Moderate,"Moderate
verapamil  amLODIPine

Applies to: verapamil, amlodipine

Verapamil may increase the blood levels of amLODIPine. You may be more likely to experience serious side effects such as irregular heart rhythm, fluid retention, swelling, heart failure, and excessively low blood pressure. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. You should seek medical attention if you develop dizziness or fainting; sudden, unexplained weight gain; swelling of the hands, ankles, or feet; chest pain; or difficulty breathing during treatment with these medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Amlodipine may increase the arrhythmogenic activities of Verapamil.",TBD,0.0
Amlodipine,Hydrochlorothiazide,CCB,Diuretic,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Amlodipine,Indapamide,CCB,Diuretic,Minor,"Minor
indapamide  amLODIPine

Applies to: indapamide, amlodipine

Information for this minor interaction is available on the professional version.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Amlodipine,Amiloride,CCB,Diuretic,,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Amlodipine is combined with Amiloride.",TBD,0.0
Felodipine,Isradipine,CCB,CCB,,No drug-drug interactions found,Moderate,"DESCRIPTION

Isradipine may increase the arrhythmogenic activities of Felodipine.",TBD,0.0
Felodipine,Lercanidipine,CCB,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

Lercanidipine may increase the arrhythmogenic activities of Felodipine.",TBD,0.0
Felodipine,Nifedipine,CCB,CCB,,No drug-drug interactions found,Moderate,"DESCRIPTION

Felodipine may increase the arrhythmogenic activities of Nifedipine.",TBD,0.0
Felodipine,Diltiazem,CCB,CCB,Moderate,"Moderate
dilTIAZem  felodipine

Applies to: diltiazem, felodipine

DilTIAZem may increase the blood levels and effects of felodipine. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Contact your doctor if your condition changes or you experience increased side effects. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Diltiazem may increase the arrhythmogenic activities of Felodipine.",TBD,0.0
Felodipine,Verapamil,CCB,CCB,,No drug-drug interactions found,Moderate,"DESCRIPTION

Verapamil may increase the arrhythmogenic activities of Felodipine.",TBD,0.0
Felodipine,Hydrochlorothiazide,CCB,Diuretic,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The therapeutic efficacy of Felodipine can be increased when used in combination with Hydrochlorothiazide.",TBD,0.0
Felodipine,Indapamide,CCB,Diuretic,,No drug-drug interactions found,Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Felodipine.",TBD,0.0
Felodipine,Amiloride,CCB,Diuretic,,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Amiloride is combined with Felodipine.",TBD,0.0
Isradipine,Lercanidipine,CCB,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

Isradipine may increase the arrhythmogenic activities of Lercanidipine.",TBD,0.0
Isradipine,Nifedipine,CCB,CCB,,No drug-drug interactions found,Moderate,"DESCRIPTION

Isradipine may increase the arrhythmogenic activities of Nifedipine.",TBD,0.0
Isradipine,Diltiazem,CCB,CCB,Moderate,"Moderate
dilTIAZem  isradipine

Applies to: diltiazem, isradipine

DilTIAZem may increase the blood levels and effects of isradipine. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Contact your doctor if your condition changes or you experience increased side effects. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Isradipine may increase the arrhythmogenic activities of Diltiazem.",TBD,0.0
Isradipine,Verapamil,CCB,CCB,,No drug-drug interactions found,Moderate,"DESCRIPTION

Isradipine may increase the arrhythmogenic activities of Verapamil.",TBD,0.0
Isradipine,Hydrochlorothiazide,CCB,Diuretic,,No drug-drug interactions found,Moderate,"DESCRIPTION

The therapeutic efficacy of Isradipine can be increased when used in combination with Hydrochlorothiazide.",TBD,0.0
