Drug_A_Name,Drug_B_Name,Drug_A_Class,Drug_B_Class,DrugsCom_Severity,DrugsCom_Text,DrugBank_Severity,DrugBank_Text,Final_Severity,Risk_Score,CPG_Efficacy_Bonus,CPG_Outcome_Bonus,CPG_Tolerability_Penalty,CPG_Adjusted_Risk_Score
Atenolol,Felodipine,Beta-Blocker,CCB,Moderate,"Moderate
atenolol  felodipine

Applies to: atenolol, felodipine

Atenolol and felodipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Atenolol may increase the arrhythmogenic activities of Felodipine.",Moderate,0.5,0.0,0.0,0.0,0.5
Atenolol,Isradipine,Beta-Blocker,CCB,Moderate,"Moderate
atenolol  isradipine

Applies to: atenolol, isradipine

Atenolol and isradipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Isradipine may increase the arrhythmogenic activities of Atenolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Atenolol,Lercanidipine,Beta-Blocker,CCB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

Atenolol may increase the arrhythmogenic activities of Lercanidipine.",Moderate,0.5,0.0,0.0,0.0,0.5
Atenolol,Nifedipine,Beta-Blocker,CCB,Moderate,"Moderate
atenolol  NIFEdipine

Applies to: atenolol, nifedipine

Atenolol and NIFEdipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",Moderate,0.5,0.0,0.0,0.0,0.5
Atenolol,Diltiazem,Beta-Blocker,CCB,Major,"Major
atenolol  dilTIAZem

Applies to: atenolol, diltiazem

Using atenolol and dilTIAZem together may lead to increased side effects. This can cause fatigue, headache, fainting, swelling of the extremities, weight gain, shortness of breath, chest pain, increased or decreased heartbeat, or irregular heartbeat. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Atenolol may increase the arrhythmogenic activities of Diltiazem.",Major,0.25,0.0,0.0,0.0,0.25
Atenolol,Verapamil,Beta-Blocker,CCB,Major,"Major
atenolol  verapamil

Applies to: atenolol, verapamil

Using atenolol and verapamil together may lead to increased side effects. This can cause fatigue, headache, fainting, swelling of the extremities, weight gain, shortness of breath, chest pain, increased or decreased heartbeat, or irregular heartbeat. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Atenolol.",Major,0.25,0.0,0.0,0.0,0.25
Atenolol,Hydrochlorothiazide,Beta-Blocker,Diuretic,Moderate,"Moderate
atenolol  hydroCHLOROthiazide

Applies to: atenolol, hydrochlorothiazide

Using atenolol and hydroCHLOROthiazide together may lower your blood pressure and slow your heart rate. This can cause dizziness, or feeling like you might pass out, weakness, fainting, fast or irregular heartbeats, or loss of blood glucose control. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",Moderate,0.5,0.0,0.0,0.0,0.5
Atenolol,Indapamide,Beta-Blocker,Diuretic,Moderate,"Moderate
atenolol  indapamide

Applies to: atenolol, indapamide

Using atenolol and indapamide together may lower your blood pressure and slow your heart rate. This can cause dizziness, or feeling like you might pass out, weakness, fainting, fast or irregular heartbeats, or loss of blood glucose control. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",Moderate,0.5,0.0,0.03,0.0,0.53
Atenolol,Amiloride,Beta-Blocker,Diuretic,None,No drug-drug interactions found,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",,1.0,0.0,0.0,0.0,1.0
Betaxolol,Bisoprolol,Beta-Blocker,Beta-Blocker,Moderate,"Moderate
betaxolol  bisoprolol

Applies to: betaxolol, bisoprolol

Using betaxolol together with bisoprolol may have additive effects causing significant bradycardia (low heart rate) and hypotension (low blood pressure). Talk to your doctor if you have any questions or concerns. Your doctor may be able to prescribe alternatives that do not interact. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Major,"DESCRIPTION

The risk or severity of adverse effects can be increased when Bisoprolol is combined with Betaxolol.",Major,0.25,0.0,0.0,0.0,0.25
Betaxolol,Metoprolol,Beta-Blocker,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Metoprolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Betaxolol,Nebivolol,Beta-Blocker,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Nebivolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Betaxolol,Propranolol,Beta-Blocker,Beta-Blocker,None,No drug-drug interactions found,Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Propranolol.",Moderate,0.5,0.0,0.0,0.0,0.5
Betaxolol,Amlodipine,Beta-Blocker,CCB,Moderate,"Moderate
betaxolol  amLODIPine

Applies to: betaxolol, amlodipine

Betaxolol and amLODIPine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Amlodipine.",Moderate,0.5,0.0,0.0,0.0,0.5
Betaxolol,Felodipine,Beta-Blocker,CCB,Moderate,"Moderate
betaxolol  felodipine

Applies to: betaxolol, felodipine

Betaxolol and felodipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Felodipine.",Moderate,0.5,0.0,0.0,0.0,0.5
Betaxolol,Isradipine,Beta-Blocker,CCB,Moderate,"Moderate
betaxolol  isradipine

Applies to: betaxolol, isradipine

Betaxolol and isradipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Isradipine.",Moderate,0.5,0.0,0.0,0.0,0.5
Betaxolol,Lercanidipine,Beta-Blocker,CCB,,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Lercanidipine.",Moderate,0.5,0.0,0.0,0.0,0.5
Betaxolol,Nifedipine,Beta-Blocker,CCB,Moderate,"Moderate
NIFEdipine  betaxolol

Applies to: nifedipine, betaxolol

Betaxolol and NIFEdipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of congestive heart failure and hypotension can be increased when Nifedipine is combined with Betaxolol.",Moderate,0.5,0.0,0.0,0.0,0.5
